-213,-60,-60,53640119,0.00011800622018903001
gx,gy,gz,time,ang
-213,-41,-45,53645406,0.0016621155180665198
-223,-57,-42,53654578,0.003908098296626452
-219,-55,-46,53655124,0.0040312186443204265
-213,-55,-53,53655659,0.004101447555048674
-222,-57,-57,53661396,0.004434469087185485
-232,-50,-50,53669009,0.00569143212872303
-229,-55,-56,53669544,0.005740034961338972
-231,-65,-59,53670094,0.005773896890703241
-225,-72,-67,53670629,0.00574246021994878
-220,-61,-65,53676862,0.005484952092608958
-212,-59,-64,53677398,0.005463314040594507
-231,-63,-57,53685170,0.006611091913114062
-231,-59,-60,53685705,0.006666468667404733
-230,-55,-66,53686262,0.006664802295634322
-226,-59,-67,53686797,0.006661277899791468
-226,-64,-54,53692853,0.007864897768766194
-226,-66,-51,53693409,0.008006865325708877
-206,-48,-63,53702564,0.007000212532138457
-209,-49,-62,53703192,0.006966295948421956
-217,-55,-59,53704289,0.007014338664438562
-213,-46,-65,53712583,0.006184637762936291
-217,-44,-58,53713138,0.006175942679986321
-217,-49,-51,53714232,0.006303014807814038
-218,-49,-65,53733558,0.005014300937950357
-225,-50,-62,53734112,0.004987978005451433
-224,-53,-60,53734646,0.004989410821633161
-223,-53,-61,53735206,0.004986334567358782
-224,-51,-58,53749148,0.005279130931630388
-224,-52,-53,53749683,0.005333287183649959
-225,-56,-48,53750234,0.005438962718865389
-223,-59,-48,53750769,0.005553308711623459
-232,-59,-58,53764560,0.006860291781166405
-230,-53,-53,53765118,0.006936844413540367
-235,-50,-51,53765653,0.007021602230727862
-239,-52,-54,53766211,0.007108023874419892
-221,-55,-57,53780551,0.008132563942417858
-225,-54,-66,53781109,0.008113262855246477
-225,-56,-71,53781644,0.008070735420905662
-222,-57,-72,53782202,0.008019034057204106
-212,-49,-77,53801547,0.003984914937166092
-215,-45,-78,53802105,0.0038855260216918205
-220,-40,-76,53802640,0.0037543303773184843
-222,-39,-70,53803198,0.0036256557174688207
-227,-61,-70,53817568,0.005414798586210521
-227,-62,-68,53818126,0.005515063462503355
-231,-62,-70,53818661,0.005618180655137047
-230,-58,-67,53819211,0.005687561158150366
-224,-55,-57,53834935,0.006498148118874627
-225,-50,-59,53835499,0.0064909114972984535
-232,-51,-67,53836056,0.006507344668370691
-237,-56,-64,53836591,0.006573986557174962
-216,-68,-56,53842877,0.008007624000909309
-216,-64,-59,53843413,0.00810117951830581
-216,-58,-69,53854216,0.009113255889148665
-219,-50,-56,53862574,0.008833810219963637
-223,-52,-52,53863130,0.008832407008847971
-218,-54,-54,53864224,0.008865187919507361
-232,-41,-65,53872561,0.007676256017282703
-233,-43,-61,53873118,0.007623906480768925
-237,-48,-59,53873653,0.0076201501459259606
-230,-52,-62,53874213,0.007640689921993979
-223,-52,-79,53879393,0.007988472903998862
-233,-53,-47,53888574,0.008396844497576968
-233,-63,-40,53889132,0.00852095236463216
-229,-65,-35,53889668,0.008644386453063289
-230,-63,-35,53890293,0.008781750881063165
-233,-67,-64,53894849,0.010100461370076065
-232,-69,-60,53895404,0.010273084042037405
-220,-69,-53,53904574,0.0124577798802995
-224,-63,-50,53905186,0.012574357283353939
-236,-46,-61,53906303,0.012580445275643037
-225,-60,-59,53914578,0.013751458692333447
-225,-58,-49,53915132,0.013823319263227263
-225,-62,-57,53916226,0.01401245020929397
-226,-61,-62,53924368,0.015290308971374192
-221,-64,-60,53924903,0.015382036976620304
-219,-62,-63,53925466,0.015453858187611259
-214,-62,-64,53926004,0.015505927278049189
-225,-70,-56,53931866,0.0171834935852511
-221,-73,-56,53932402,0.017347893186862976
-212,-54,-54,53940170,0.017335224741825146
-211,-61,-48,53940705,0.017397126620458645
-211,-66,-44,53941266,0.017509084793510248
-215,-63,-40,53941801,0.017609357470837878
-225,-49,-63,53947855,0.01744614248432452
-213,-48,-66,53948392,0.017389851696001827
-224,-47,-70,53957568,0.01674433309561733
-223,-48,-65,53958196,0.01671386961555934
-216,-50,-52,53959292,0.016670125195724635
-225,-63,-40,53967586,0.01858129098837164
-224,-61,-46,53968141,0.018689585490798546
-227,-58,-56,53969227,0.01883546759939904
-220,-52,-52,53977122,0.01909082342722252
-223,-53,-56,53977657,0.019116152877756164
-228,-53,-62,53978208,0.019141788034796024
-231,-54,-64,53978742,0.01917768115469413
-219,-58,-58,53984874,0.01971481841050574
-222,-60,-61,53985410,0.019777639542787894
-217,-58,-57,53994578,0.020557196702387853
-221,-58,-57,53995187,0.020620450504756933
-224,-54,-59,53996301,0.020677898794851893
-216,-47,-41,54004573,0.020869847783217287
-217,-44,-46,54005128,0.02085643079140452
-225,-46,-50,54006222,0.020865271303545343
-216,-19,-65,54014581,0.01690108980114352
-219,-46,-72,54015138,0.01680808711834356
-219,-71,-76,54015673,0.016872311189179444
-219,-67,-73,54016232,0.01692540551068589
-230,-39,-44,54021861,0.01701164839950427
-226,-40,-49,54022398,0.017004456672186932
-232,-38,-70,54030188,0.015637832599320015
-228,-39,-71,54030723,0.015540352648015166
-219,-35,-74,54031283,0.015367461658495228
-214,-31,-70,54031850,0.01516791395532818
-219,-49,-67,54037852,0.014593718249627425
-218,-52,-62,54038388,0.014578729899486522
-224,-49,-59,54047570,0.014613077704617181
-222,-44,-60,54048195,0.014568899780464972
-224,-47,-54,54049288,0.014597484554512685
-218,-56,-45,54057581,0.01596924813588547
-217,-66,-53,54058136,0.016077209945817825
-224,-55,-63,54059231,0.016109068773832287
-218,-58,-55,54067139,0.016913953605484974
-212,-56,-56,54067674,0.016935769296377592
-211,-56,-57,54068233,0.016950641032221016
-220,-59,-60,54068768,0.016992007063350925
-224,-58,-58,54074869,0.01764883596366291
-223,-58,-57,54075406,0.01770903884659051
-229,-59,-62,54084576,0.01872600781179406
-232,-54,-65,54085187,0.01875765736924102
-221,-50,-55,54086300,0.018792177290158373
-229,-61,-37,54094568,0.021816128173770075
-229,-60,-37,54095124,0.022017360545159244
-228,-61,-46,54096219,0.022322268528278136
-223,-64,-55,54104359,0.023886344168482416
-218,-69,-56,54104894,0.023997518861692973
-218,-74,-58,54105456,0.024133460452605473
-217,-64,-78,54111406,0.023856674249156284
-229,-54,-45,54120006,0.025660574444877682
-229,-54,-49,54120541,0.025755604703371248
-225,-52,-54,54121101,0.025804492478399672
-220,-53,-54,54121636,0.025841854526097267
-227,-59,-58,54126871,0.026555586702651623
-221,-63,-61,54127408,0.026618657029038834
-233,-53,-60,54135176,0.027334180958400085
-227,-51,-62,54135711,0.027343999596815688
-222,-47,-64,54136270,0.027302770137461227
-213,-45,-65,54136805,0.027216299821336058
-222,-53,-60,54142862,0.027370211486288213
-222,-47,-60,54143398,0.027349971186632824
-216,-58,-49,54152572,0.02865962302842195
-215,-58,-50,54153198,0.02874228108886129
-215,-54,-51,54154276,0.028829897650149476
-227,-49,-62,54162592,0.028777344496271718
-226,-52,-63,54163139,0.02878320935855091
-229,-48,-57,54164234,0.028832260223580316
-208,-53,-55,54171142,0.02877781436349141
-212,-53,-58,54171677,0.02877262472941111
-219,-54,-62,54172228,0.02877227156945635
-223,-49,-62,54172763,0.028755681087131616
-219,-44,-64,54179411,0.027932448454776652
-210,-56,-59,54188568,0.027983597161293568
-211,-54,-61,54189116,0.027969714215565454
-224,-52,-58,54190256,0.028018655070897517
-225,-50,-70,54198600,0.02725458310522096
-221,-45,-74,54199171,0.02713974238810685
-221,-55,-64,54200265,0.027142820989306895
-235,-57,-55,54208539,0.028670153271010596
-227,-50,-55,54209092,0.02870837779548172
-214,-46,-60,54210188,0.02860532938024953
-222,-59,-65,54217559,0.02891838970915144
-226,-58,-61,54218117,0.028970174222248152
-228,-52,-61,54218652,0.028991141007107157
-227,-44,-59,54219202,0.028972084209661936
-220,-52,-66,54224862,0.028680578646603144
-222,-64,-67,54225398,0.028725025643761077
-217,-46,-57,54234557,0.028254451544795632
-218,-43,-58,54235170,0.028202160229276768
-235,-34,-59,54236318,0.02809309158482927
-227,-39,-71,54244590,0.026490658222887483
-230,-46,-58,54245138,0.02650361932768661
-215,-35,-34,54246233,0.026549495796608993
-233,-55,-46,54254568,0.02865477886238498
-230,-58,-54,54255127,0.02875858102531093
-226,-53,-62,54255661,0.028775940472108946
-221,-47,-67,54256221,0.028715702470057308
-231,-54,-62,54261849,0.029154543740341335
-223,-58,-61,54262406,0.02919369374345744
-225,-61,-54,54270206,0.03060047241785641
-221,-63,-54,54270741,0.03069233016858297
-218,-65,-56,54271291,0.030775471985749762
-218,-67,-55,54271858,0.030877840293362734
-222,-60,-66,54277871,0.031107252398685396
-218,-58,-66,54278407,0.031103261680612983
-224,-50,-59,54287602,0.031276370614461334
-229,-54,-61,54288201,0.031321788586284226
-233,-44,-52,54289296,0.03142033576733239
-223,-46,-48,54297569,0.03208837548238359
-218,-43,-46,54298125,0.0321120731083769
-215,-48,-48,54299219,0.0321652369244215
-232,-54,-61,54306144,0.03283816169755731
-232,-61,-59,54306679,0.03293565060986435
-230,-58,-57,54307237,0.033024753136075016
-226,-57,-58,54307771,0.03308395906169507
-226,-50,-53,54315531,0.03383903083677307
-222,-50,-53,54316085,0.0338767619319798
-225,-52,-63,54324912,0.033964376964344824
-230,-50,-65,54325529,0.0339723910633428
-223,-54,-59,54326630,0.034028983315956475
-237,-58,-65,54336206,0.035422574606013654
-221,-63,-61,54344094,0.036193656844843866
-220,-68,-59,54344629,0.036276791544075274
-219,-71,-59,54345186,0.036374461309233386
-220,-74,-52,54345721,0.03652112355802741
-219,-63,-57,54352413,0.03733557462505075
-214,-74,-60,54361594,0.03893141460419037
-212,-74,-65,54362164,0.03900503855744618
-212,-65,-63,54362758,0.0390367631437854
-214,-47,-59,54363303,0.038989598022290524
-232,-64,-51,54368844,0.04059218415792544
-226,-53,-52,54369427,0.04066345654264173
-224,-48,-63,54378588,0.04032882595423314
-224,-52,-63,54379140,0.040331805775706345
-225,-51,-62,54380234,0.040343873402780936
-227,-58,-69,54388531,0.04070238141360627
-227,-55,-66,54389082,0.04072366267591778
-226,-43,-52,54390180,0.04074034938120719
-219,-56,-65,54397080,0.040707270857964474
-217,-53,-60,54397615,0.04070051778467492
-217,-53,-54,54398175,0.04071955516320854
-216,-49,-53,54398710,0.04071510833054588
-228,-66,-49,54404853,0.04253571678326936
-228,-64,-50,54405389,0.04267903047907371
-230,-68,-57,54412695,0.044659644582979
-229,-62,-62,54419083,0.04569547208494983
-227,-55,-58,54419617,0.045749479485157944
-226,-54,-54,54420179,0.045812596053013424
-224,-58,-46,54420714,0.04591967357815475
-231,-60,-51,54426857,0.04738634362747576
-227,-57,-52,54427393,0.04747646633108669
-233,-64,-53,54436576,0.050073682207768117
-232,-71,-53,54437153,0.050275902242559616
-227,-72,-51,54437760,0.05048045089916967
-223,-73,-53,54438313,0.05064730686262013
-219,-61,-49,54443856,0.051601563647660324
-224,-55,-45,54444407,0.05169915788530937
-224,-73,-17,54453577,0.05722188853405897
-222,-74,-14,54454131,0.05757677386074908
-226,-66,-14,54455224,0.05821844333661221
-231,-60,19,54463604,0.06574681482490086
-234,-59,24,54464161,0.06630751808425507
-231,-60,24,54465247,0.06739971069294023
-222,-52,250,54481542,0.132503657407922
-221,-57,268,54482670,0.13778935095441647
-223,-40,-29,54499571,0.14469673323170829
-225,-43,-27,54500119,0.1449497226395432
-224,-46,-26,54500654,0.14520941969232995
-228,-49,-36,54501214,0.14541410344142822
-219,-47,-50,54515561,0.14727001439367673
-216,-52,-45,54516119,0.1473889176711264
-213,-62,-41,54516654,0.14754991734813674
-213,-65,-43,54517204,0.14770596223409307
