gx,gy,gz,time,ang
-220,-79,-57,333564544,0.012378007973810607
-223,-78,-54,333565101,0.01260571019728079
-223,-86,-54,333565636,0.012884413373460026
-225,-24,-21,333579463,0.008836819225908581
-224,-24,-23,333580020,0.008798625029458128
-220,-22,-26,333588126,0.009538522259359165
-219,-16,-33,333588661,0.009621261402502088
-226,-14,-36,333589731,0.009701826018114257
-226,-12,-27,333597427,0.012308854278997191
-221,-12,-24,333597981,0.012605225033366809
-220,-20,-21,333599076,0.013212010440642461
-232,-36,-16,333612660,0.0198685950432966
-238,-36,-15,333613196,0.0201394293342174
-244,-38,-17,333613731,0.020377182893885466
-244,-36,-23,333614298,0.020591880987798464
-239,-30,-20,333620751,0.02376083206055301
-240,-32,-24,333621287,0.023994144061128923
-243,-28,-29,333630487,0.027744421215824395
-234,-21,-30,333631060,0.028016825627831605
-234,-23,-30,333632154,0.02852314139954207
-226,-20,-30,333640447,0.032702560604526705
-230,-17,-30,333641003,0.032999587314446334
-233,-16,-31,333641538,0.03328245259276266
-239,-5,-37,333647277,0.03651961090490836
-178,-29,-47,333661642,0.04183865867875995
-180,-29,-48,333662178,0.042079326353997956
-182,-47,-51,333663264,0.04233476057410448
-213,-94,-36,333671430,0.04091915815796796
-220,-88,-40,333671986,0.040831920746849736
-227,-85,-41,333672521,0.040736372852021856
-254,-66,-30,333678282,0.04060653887183434
-254,-88,-53,333697452,0.033421873001353276
-250,-91,-53,333698009,0.03326620056545788
-248,-98,-50,333698544,0.03312968438932005
-214,-82,-39,333704295,0.033542316050309294
-236,40,-37,333719431,0.04499651907138485
-235,33,-39,333720036,0.04554949197829245
-232,27,-45,333720570,0.04597654593121342
-233,26,-41,333721129,0.04644878337330079
-248,-4,-24,333725731,0.0498830186533248
-250,-4,-26,333726267,0.05027603609332189
-265,-41,-45,333735468,0.05177728707156919
-260,-34,-48,333736048,0.05190929175847785
-264,-32,-64,333737141,0.05199624051419008
-228,5,-58,333745456,0.056402711163321004
-233,10,-59,333746013,0.05674873727672652
-236,14,-59,333746548,0.05711060711879385
-217,9,-62,333752263,0.06052355610358592
-200,12,-52,333767437,0.07259830851853527
-201,8,-54,333767995,0.07303292594087789
-202,5,-49,333768530,0.07344856514698953
-199,4,-48,333769080,0.07387483045701418
-179,-22,-33,333788968,0.08599014944887279
-185,-20,-33,333789503,0.0863474815438541
-192,-17,-34,333790064,0.08672806396942823
-194,-18,-35,333790599,0.08707715505765565
-198,-15,-33,333804424,0.09674960718214018
-199,-15,-36,333804980,0.09712840875367607
-204,-20,-36,333805515,0.09744741962380181
-208,-25,-33,333806075,0.0977474292125289
-207,21,-18,333820445,0.11559246299646266
-214,14,-24,333820995,0.11618755417933004
-217,8,-30,333821530,0.11669638209800988
-214,6,-36,333822089,0.11719778445721601
-225,59,-27,333841441,0.1487862696955467
-231,59,-33,333841991,0.14966455484021143
-234,53,-38,333842526,0.15045461774875152
-238,50,-35,333843085,0.15126064297305786
-245,26,-44,333871421,0.1815521646466456
-244,21,-39,333871974,0.18213359215483038
-261,21,-36,333873060,0.1832567198472799
-248,4,-39,333888598,0.19585428947536346
-247,2,-44,333889150,0.19627720917466437
-251,3,-57,333890247,0.19705812499522404
-231,10,-33,333906635,0.21279000737211376
-234,10,-30,333907247,0.21338466815911392
-237,21,-36,333908351,0.21459685669310938
-214,22,-43,333916437,0.22355716551225613
-214,26,-44,333916979,0.22418746603040357
-223,30,-46,333918074,0.2255018975883767
-231,9,-32,333926454,0.23347659387910763
-228,15,-36,333927012,0.2340480037464141
-227,16,-38,333927547,0.2345993352330982
-229,25,-32,333934271,0.2425790108048241
-256,30,-32,333943431,0.25388201681125855
-259,28,-41,333943987,0.2545308567026269
-258,27,-49,333944523,0.2551300608081189
-257,32,-53,333945126,0.2558382674915714
-259,27,-25,333950734,0.2627334660219397
-257,27,-30,333951270,0.2633829085815805
-254,62,-49,333960471,0.27853163175368695
-244,59,-44,333961053,0.27948327686183627
-241,44,-46,333962146,0.28102268028595917
-185,65,-44,333971597,0.29759574871741246
-231,49,-26,333979443,0.3099074998139276
-238,50,-20,333979989,0.3107832609518752
-248,57,-23,333980524,0.3116869811485585
-382,51,-23,333986273,0.3207405940250627
-522,59,-68,333993874,0.33449425748157857
-517,57,-75,333994409,0.33555680938212906
-507,54,-81,333994959,0.3366190044241679
-490,56,-95,334000270,0.34730343930654484
-363,131,-89,334009442,0.3743611711569276
-353,144,-88,334009996,0.3761104418531808
-339,159,-84,334010531,0.37790043586830163
-242,292,-74,334016272,0.4066958594010498
-95,210,-51,334024819,0.43665757157516655
-81,201,-49,334025383,0.43858910481506647
-71,184,-48,334025942,0.4403565184928729
-61,156,-46,334026477,0.4418211933437796
1,-90,-42,334032734,0.43574929396190465
5,-102,-36,334033270,0.43518610317816436
44,-153,23,334042455,0.4212101024969069
40,-149,26,334043008,0.4205250440348913
36,-135,22,334044189,0.419339975014027
-7,-19,41,334052461,0.4270326454686152
-14,-17,37,334053017,0.4276261740069044
-35,-13,39,334054103,0.4288493248960008
-65,60,31,334062417,0.4471903135745729
-72,65,36,334062975,0.4484957036921925
-77,65,41,334063510,0.4497546781921056
-79,67,40,334064068,0.45108294565761115
-96,157,36,334069720,0.4718078436636461
-98,165,37,334070277,0.4739234656022487
-140,284,40,334079457,0.5239247673142655
-146,289,43,334080039,0.5271358492532381
-146,289,45,334080574,0.5300917050542976
-85,279,51,334087298,0.5675372227787289
163,184,65,334102432,0.6472083062231518
180,180,77,334103005,0.6504299936325769
217,182,84,334104099,0.6568673388483788
390,191,138,334119425,0.7745490271460546
388,194,142,334119981,0.7791352842419013
392,197,149,334120516,0.7836159288308013
395,192,154,334121075,0.7883021481154711
429,206,144,334133967,0.9058237109520412
425,203,141,334134502,0.9108203266456092
422,199,140,334135063,0.9160282415115141
420,196,137,334135598,0.9209707504623262
248,329,98,334149423,1.0488848821109311
241,332,94,334149980,1.0540360147176555
232,333,92,334150515,1.0589436582130478
216,340,95,334151073,1.064036279980674
24,405,1,334165446,1.175943998962982
21,398,1,334165992,1.1801468783196598
20,397,-2,334166527,1.1842483114030742
-44,377,-42,334172266,1.222818627283643
-110,294,-71,334187418,1.2999269892688343
-116,290,-74,334187974,1.302712618248523
-119,287,-78,334188509,1.3053533493836382
-122,281,-81,334189067,1.3080478918266247
-116,259,-77,334196037,1.3403769183188772
-102,256,-69,334196571,1.3429178310074181
-95,253,-64,334197130,1.3456003969143042
-93,249,-63,334197665,1.348152969315959
-86,214,-87,334204259,1.3766775727882135
-98,194,-77,334212058,1.408059512909172
-91,196,-71,334212593,1.4102701931060357
-83,199,-70,334213143,1.4126022360538377
-30,204,-35,334219273,1.442391564128105
-2,248,-23,334228433,1.4944181923544333
1,245,-20,334228989,1.497575906210062
9,240,-22,334229525,1.5006199913885983
16,239,-26,334230141,1.5041399058871072
23,281,1,334234728,1.5333812923373122
17,281,2,334235265,1.5367792436357652
14,238,-11,334244417,1.5892572919445522
11,232,-4,334245025,1.5926968674059985
12,223,4,334246200,1.5992520174714804
-60,130,-22,334254457,1.6301662133307089
-68,122,-22,334255012,1.632152105089086
-81,110,-31,334256098,1.6357283622946603
-121,134,-62,334264464,1.6621361990767662
-119,134,-68,334265014,1.6638733088784219
-109,141,-77,334265549,1.6656412485479115
-96,146,-88,334271263,1.6853466506416814
-63,76,-116,334279824,1.709319239552745
-63,86,-112,334280387,1.7109760086907597
-62,89,-111,334280945,1.7126455122015194
-59,81,-117,334281480,1.7141993546250731
-27,53,-151,334287736,1.7314567326126138
-20,53,-148,334288272,1.7329792175789522
-38,73,-143,334294695,1.7519409030222628
-47,74,-151,334295250,1.7535372246398182
-63,90,-145,334296348,1.7567740200691553
-77,135,-146,334301797,1.7751930008911574
-103,136,-146,334310454,1.8027107260939075
-115,129,-147,334311011,1.8043786789711431
-132,123,-145,334311545,1.8058611623208707
-142,130,-142,334312154,1.8075549524142906
-133,130,-151,334317736,1.823454291662946
-127,127,-152,334318272,1.8249921632126456
-63,105,-187,334327458,1.8535580274067731
-64,104,-191,334328052,1.8553988276304787
-63,101,-192,334329140,1.8587415729891525
-24,66,-218,334337462,1.8834432251946205
-19,71,-212,334338011,1.8851501772320256
-15,72,-210,334339105,1.888612734863208
107,-14,-214,334347419,1.915700472681975
113,-18,-208,334347976,1.9175523413337006
123,-19,-200,334348511,1.919383375121505
134,-18,-195,334349071,1.921371218159387
237,-81,-191,334354721,1.9429150189746405
255,-83,-182,334355257,1.9450784180395426
414,-145,-100,334364417,1.9916980512312055
431,-85,-78,334372302,2.041102813553638
394,79,-43,334387436,2.1620532020006307
394,84,-48,334388006,2.1666984911945892
392,100,-41,334389100,2.1757985365760626
461,42,-45,334397460,2.247018524939379
462,43,-50,334398007,2.2517306139728834
466,37,-57,334399102,2.2611507841266367
538,13,-78,334407418,2.3379551601554573
540,12,-75,334407972,2.3431354573265435
543,13,-71,334408507,2.3481702649186396
540,17,-69,334409067,2.353451490941797
573,7,-60,334414719,2.408768004993926
584,-3,-61,334415276,2.414274064680477
509,29,-66,334424417,2.5002566356080496
509,34,-72,334425029,2.506086243611424
494,39,-72,334426247,2.5175458811779405
455,73,-67,334434446,2.5939911929767905
448,72,-75,334435003,2.59915217034264
446,78,-86,334436098,2.609330633988346
370,45,-149,334444456,2.676671654605214
357,36,-153,334445013,2.6810446209278815
348,35,-152,334445548,2.6851840116661077
341,35,-150,334446099,2.6894033016671135
312,8,-187,334451738,2.729186026784708
315,3,-188,334452274,2.732976902738711
288,-51,-236,334460063,2.7817916292555345
286,-56,-238,334460598,2.785131648343414
280,-58,-240,334461158,2.788578806188635
272,-64,-247,334461725,2.7919839615439597
207,-64,-260,334467727,2.8233203905565687
200,-55,-267,334468263,2.8261289505353795
119,17,-303,334477461,2.8709220606756043
113,25,-298,334478081,2.873959310932406
91,44,-302,334479164,2.879145887713895
81,136,-340,334487432,2.924437256896653
98,156,-344,334489076,2.9341338823244105
109,168,-368,334495964,2.9766597729927597
114,164,-374,334496499,2.9799944602228017
115,163,-381,334497058,2.9834843948005076
115,143,-406,334502259,3.0152372648598096
124,61,-505,334517431,3.1017227800116722
119,55,-513,334517988,3.1049056019089747
115,53,-517,334518523,3.107933015119604
112,55,-523,334519074,3.1110470510915604
114,77,-568,334527057,3.158811348704275
118,64,-567,334527592,3.162022595160966
119,61,-572,334528143,3.1653320145703616
138,116,-600,334534274,3.207069779696741
202,169,-710,334554418,3.379239055160188
205,174,-709,334554976,3.3841925922666314
212,177,-705,334555510,3.388995177717134
218,180,-699,334556069,3.3940776359206577
-5,236,-729,334569007,3.484268561047176
-29,231,-733,334569542,3.4879142267869323
-49,230,-737,334570099,3.491580050105981
-61,232,-740,334570634,3.495041943254008
-278,239,-919,334584419,3.5597778075191835
-255,241,-920,334584974,3.5627467609193264
-222,251,-921,334586067,3.5691723700545057
122,179,-969,334594428,3.6516602379225698
145,168,-973,334594984,3.6573555709467245
158,157,-981,334595519,3.6629012552995257
170,147,-991,334596077,3.668756532896463
232,81,-1035,334602266,3.737074581339826
180,142,-1009,334610036,3.8230021034128097
183,148,-1004,334610571,3.82903129993884
189,163,-1010,334611663,3.8416107482995137
191,380,-1011,334627704,4.058799225189472
178,390,-1011,334628255,4.066349774094303
171,396,-1010,334628790,4.0736673803548555
165,399,-1014,334629353,4.081362964298193
48,357,-1010,334635861,4.159773140256809
42,354,-1015,334636443,4.166810856069404
-53,271,-998,334645443,4.260264277511374
-51,264,-996,334646000,4.26610609785599
-51,253,-993,334646535,4.271669480967399
-30,221,-1021,334652273,4.332847303422915
6,229,-1113,334667424,4.515932597710595
-8,236,-1118,334667981,4.522770907266522
-6,241,-1114,334668516,4.529365659432344
-4,239,-1107,334669074,4.536229226664712
-85,284,-1140,334676044,4.620720868180121
-89,290,-1145,334676579,4.627297461554733
-94,299,-1145,334677138,4.6341878578038935
-99,309,-1145,334677673,4.640804524790206
-96,415,-1162,334684266,4.72957902015588
-79,429,-1161,334693448,4.858180039453043
-78,430,-1159,334694004,4.866052267195444
-79,431,-1162,334694541,4.8736757061642315
-81,424,-1169,334695165,4.88253378444975
-52,375,-1152,334700728,4.960819644838163
-51,377,-1151,334701264,4.968416230526659
-19,196,-1150,334710458,5.0901462643881
-18,185,-1145,334711025,5.097659268928524
-14,177,-1145,334712119,5.112156349570992
-12,96,-1125,334720457,5.217272856138867
-10,89,-1118,334721011,5.224264956944444
-3,85,-1114,334721546,5.231026867481382
-26,75,-1123,334727263,5.302424694574466
-16,307,-1063,334742436,5.513987875683922
-20,314,-1068,334742984,5.521727550290004
-24,318,-1072,334743518,5.529288548658753
-26,323,-1069,334744079,5.537230405760148
-59,367,-1036,334752438,5.653545678623041
-57,376,-1042,334752994,5.66139618107684
-54,385,-1045,334753529,5.669019681803413
-50,386,-1051,334754088,5.677046590155989
40,393,-1070,334759266,5.757205233038439
159,405,-1048,334768457,5.9092566538047535
167,408,-1050,334769008,5.918454976585566
178,416,-1052,334769545,5.927518053446932
181,403,-1019,334775257,6.021819468752317
189,383,-1012,334788824,6.244615906209778
192,385,-1013,334789387,6.253910086984054
193,390,-1014,334789945,6.263153757593598
193,391,-1017,334790480,6.272037516734539
162,386,-1017,334796736,6.3740309921269676
160,391,-1013,334797273,6.382783024457219
108,452,-1033,334805041,6.510836535296968
110,458,-1034,334805576,6.519707036773132
106,465,-1035,334806135,6.528990620077132
102,475,-1032,334806670,6.5378800028500645
150,620,-1081,334812726,6.650480531421167
157,630,-1089,334813262,6.660572417414003
276,703,-1080,334819686,6.791184569013091
291,704,-1077,334820251,6.802741363473072
293,715,-1078,334821348,6.82530011428375
364,594,-1142,334829421,6.994732032670225
373,581,-1147,334830035,7.007647354214072
380,567,-1151,334830630,7.020165069301676
409,449,-1139,334835712,7.123488326308302
406,434,-1148,334836262,7.13465156512934
403,406,-1171,334837410,7.157966937892126
338,375,-1202,334841725,7.2436215220576905
329,373,-1206,334842262,7.2542594548255055
273,483,-1232,334849449,7.400799095491255
206,569,-1218,334857425,7.562793063776744
203,566,-1215,334857982,7.5740745299544665
203,563,-1215,334858517,7.584900545653908
206,569,-1218,334859075,7.596249062074139
226,590,-1226,334864729,7.713604385673501
235,586,-1222,334865265,7.724740725152468
317,523,-1206,334874466,7.916819412251022
319,523,-1209,334875047,7.9289844439428
328,522,-1211,334875582,7.940235389415875
334,521,-1217,334876140,7.952030628327394
343,521,-1221,334881744,8.07119744416413
324,516,-1224,334882329,8.083546281235819
324,470,-1232,334891445,8.273936850355382
319,468,-1235,334892001,8.285543698911429
315,454,-1241,334893096,8.30833171399153
293,434,-1295,334901409,8.483605460428825
292,430,-1293,334901965,8.495306492772574
244,487,-1316,334908675,8.638273382072551
218,501,-1295,334909774,8.661329761125579
196,758,-1371,334918406,8.863559749326265
200,761,-1378,334918964,8.876720089740912
296,802,-1430,334928454,9.11625935449795
300,798,-1435,334929009,9.130313482406866
300,783,-1432,334930104,9.15789546669578
342,572,-1405,334938400,9.355160215845451
344,561,-1399,334938953,9.368247360213767
